fig|295405.3.peg.3881	4-alpha-glucanotransferase (amylomaltase) (EC 2.4.1.25)	1	-7.000	Bacteroides fragilis
fig|272559.3.peg.1961,fig|817.1.peg.4124	4-carboxymuconolactone decarboxylase (EC 4.1.1.44)	4	-6.000	Bacteroides fragilis
fig|295405.3.peg.862,fig|272559.3.peg.443	4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase (EC 5.3.1.17)	3	-8.750	Bacteroides fragilis
fig|295405.3.peg.4193,fig|272559.3.peg.3441	5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)	1	-8.000	Bacteroides fragilis
fig|272559.3.peg.3036	5-methyltetrahydrofolate--homocysteine methyltransferase (EC 2.1.1.13)	1	-6.000	Bacteroides fragilis
fig|272559.3.peg.3902	6-phosphofructokinase (EC 2.7.1.11)	1	-7.000	Bacteroides fragilis
fig|272559.3.peg.3078,fig|272559.3.peg.1995,fig|272559.3.peg.1862,fig|817.1.peg.3644,fig|817.1.peg.4211,fig|272559.3.peg.2053,fig|295405.3.peg.1506,fig|295405.3.peg.1812,fig|295405.3.peg.1810	ABC transporter ATP-binding protein	11	-8.257	Bacteroides fragilis
fig|272559.3.peg.514,fig|295405.3.peg.575,fig|272559.3.peg.81,fig|272559.3.peg.3529,fig|295405.3.peg.544	ABC transporter, ATP-binding protein	4	-6.750	Bacteroides fragilis
fig|295405.3.peg.4148	ABC-type transport system involved in resistance to organic solvents, permease component	1	-6.000	Bacteroides fragilis
fig|817.1.peg.3284,fig|295405.3.peg.3007	AICAR transformylase domain of PurH-like protein	3	-7.333	Bacteroides fragilis
fig|272559.3.peg.3028,fig|295405.3.peg.3531,fig|817.1.peg.1616	ATP phosphoribosyltransferase (EC 2.4.2.17)	3	-6.667	Bacteroides fragilis
fig|272559.3.peg.2113,fig|295405.3.peg.1834,fig|817.1.peg.4021	ATP synthase alpha chain (EC 3.6.3.14)	3	-8.500	Bacteroides fragilis
fig|272559.3.peg.2106,fig|295405.3.peg.1827,fig|817.1.peg.4028	ATP synthase beta chain (EC 3.6.3.14)	7	-10.250	Bacteroides fragilis
fig|272559.3.peg.3429	ATP-dependent DNA helicase RecG (EC 3.6.1.-)	1	-6.000	Bacteroides fragilis
fig|272559.3.peg.3205,fig|295405.3.peg.4106,fig|817.1.peg.3011	ATP-dependent DNA helicase RecQ	4	-6.500	Bacteroides fragilis
fig|272559.3.peg.2377	ATP-dependent DNA helicase UvrD/PcrA	2	-6.500	Bacteroides fragilis
fig|272559.3.peg.2273,fig|295405.3.peg.2078,fig|817.1.peg.114	ATP-dependent protease La (EC 3.4.21.53) Type I	1	-5.000	Bacteroides fragilis
fig|295405.3.peg.926	ATPase	2	-11.000	Bacteroides fragilis
fig|817.1.peg.1478,fig|295405.3.peg.1349	ATPase, AAA family	5	-6.500	Bacteroides fragilis
fig|817.1.peg.1999	Acetyl-CoA hydrolase (EC 3.1.2.1)	1	-6.000	Bacteroides fragilis
fig|295405.3.peg.4482	Acetyl-CoA synthetase	1	-9.000	Bacteroides fragilis
fig|817.1.peg.3569	Acetyl-CoA synthetase (EC 6.2.1.13)	1	-6.000	Bacteroides fragilis
fig|295405.3.peg.415	Acetylornithine aminotransferase (EC 2.6.1.11)	1	-9.000	Bacteroides fragilis
fig|295405.3.peg.3597	AcrB/AcrD family multidrug resistance protein	1	-5.000	Bacteroides fragilis
fig|817.1.peg.3986	Acyl-CoA dehydrogenase (EC 1.3.99.-)	2	-7.000	Bacteroides fragilis
fig|272559.3.peg.2760,fig|295405.3.peg.1996	Acyl-CoA dehydrogenase (EC 1.3.99.3)	2	-7.000	Bacteroides fragilis
fig|817.1.peg.568	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase (EC 2.3.1.129)	1	-6.000	Bacteroides fragilis
fig|272559.3.peg.724,fig|295405.3.peg.809	Acyl-[acyl-carrier-protein]-UDP-N-acetylglucosamine O- acyltransferase	1	-6.000	Bacteroides fragilis
fig|272559.3.peg.2461	Adenosylcobinamide-phosphate guanylyltransferase (EC 2.7.7.62)	1	-7.000	Bacteroides fragilis
fig|272559.3.peg.2465	Adenosylcobinamide-phosphate synthase	3	-5.333	Bacteroides fragilis
fig|272559.3.peg.2911,fig|295405.3.peg.2314,fig|817.1.peg.3814	Adenylosuccinate synthetase (EC 6.3.4.4)	1	-13.000	Bacteroides fragilis
fig|295405.3.peg.2556,fig|272559.3.peg.1320	Alanine dehydrogenase (EC 1.4.1.1)	1	-8.000	Bacteroides fragilis
fig|817.1.peg.816,fig|295405.3.peg.519	Alanyl-tRNA synthetase (EC 6.1.1.7)	2	-14.000	Bacteroides fragilis
fig|817.1.peg.3604,fig|295405.3.peg.759	Alfa-L-rhamnosidase (EC 3.2.1.40)	2	-8.000	Bacteroides fragilis
fig|295405.3.peg.1982,fig|272559.3.peg.2214	Alkaline phosphodiesterase I (EC 3.1.4.1) / Nucleotide pyrophosphatase (EC 3.6.1.9)	2	-6.000	Bacteroides fragilis
fig|295405.3.peg.3940,fig|817.1.peg.2798,fig|272559.3.peg.1790,fig|272559.3.peg.3260,fig|295405.3.peg.2297	Alpha-1,2-mannosidase	8	-9.444	Bacteroides fragilis
fig|272559.3.peg.417	Alpha-L-arabinofuranosidase II precursor (EC 3.2.1.55)	1	-11.000	Bacteroides fragilis
fig|272559.3.peg.708,fig|817.1.peg.552	Alpha-L-fucosidase (EC 3.2.1.51)	1	-12.000	Bacteroides fragilis
fig|295405.3.peg.1193	Alpha-glucosidase (EC 3.2.1.20)	1	-5.000	Bacteroides fragilis
fig|295405.3.peg.1281,fig|272559.3.peg.1085	Alpha-glucosidase SusB (EC 3.2.1.20)	5	-6.375	Bacteroides fragilis
fig|295405.3.peg.733	Amidase enhancer	3	-6.000	Bacteroides fragilis
fig|272559.3.peg.1208	Amidophosphoribosyltransferase (EC 2.4.2.14)	2	-5.500	Bacteroides fragilis
fig|272559.3.peg.1292,fig|295405.3.peg.3965,fig|817.1.peg.4318,fig|295405.3.peg.3713	Aminotransferase	5	-7.375	Bacteroides fragilis
fig|295405.3.peg.732,fig|272559.3.peg.162	AmpG permease	2	-5.000	Bacteroides fragilis
fig|817.1.peg.3767	AmpG protein	2	-5.000	Bacteroides fragilis
fig|295405.3.peg.2759,fig|272559.3.peg.2645,fig|817.1.peg.3300	Anthranilate synthase, aminase component (EC 4.1.3.27) # TrpAa	2	-9.000	Bacteroides fragilis
fig|817.1.peg.1326	Arabinan endo-1,5-alpha-L-arabinosidase A precursor	1	-11.000	Bacteroides fragilis
fig|295405.3.peg.334	Argininosuccinate lyase (EC 4.3.2.1)	2	-6.500	Bacteroides fragilis
fig|272559.3.peg.3459	Arginyl-tRNA synthetase (EC 6.1.1.19)	1	-9.000	Bacteroides fragilis
fig|272559.3.peg.928,fig|295405.3.peg.1136	Arylsulfatase (EC 3.1.6.1)	1	-5.000	Bacteroides fragilis
fig|272559.3.peg.2614	Asparagine synthetase [glutamine-hydrolyzing] (EC 6.3.5.4)	2	-10.000	Bacteroides fragilis
fig|272559.3.peg.3788	Asparaginyl-tRNA synthetase (EC 6.1.1.22)	3	-7.333	Bacteroides fragilis
fig|295405.3.peg.1461,fig|272559.3.peg.1898,fig|272559.3.peg.4017,fig|817.1.peg.4141,fig|295405.3.peg.1617,fig|272559.3.peg.1497	Aspartate aminotransferase (EC 2.6.1.1)	9	-7.300	Bacteroides fragilis
fig|295405.3.peg.1926,fig|272559.3.peg.2141,fig|817.1.peg.23	Aspartate carbamoyltransferase (EC 2.1.3.2)	4	-9.333	Bacteroides fragilis
fig|272559.3.peg.171	Aspartate-semialdehyde dehydrogenase (EC 1.2.1.11)	1	-8.000	Bacteroides fragilis
fig|817.1.peg.3591,fig|295405.3.peg.49	Aspartokinase (EC 2.7.2.4) / Homoserine dehydrogenase (EC 1.1.1.3)	2	-6.500	Bacteroides fragilis
fig|295405.3.peg.2223	Aspartyl-tRNA synthetase (EC 6.1.1.12) ## unambiguous	1	-6.000	Bacteroides fragilis
fig|272559.3.peg.2422,fig|295405.3.peg.2785,fig|817.1.peg.178	BatA (Bacteroides aerotolerance operon)	1	-6.000	Bacteroides fragilis
fig|272559.3.peg.2513	Beta-1,3-glucosyltransferase	1	-6.000	Bacteroides fragilis
fig|272559.3.peg.1791,fig|295405.3.peg.251,fig|272559.3.peg.391,fig|817.1.peg.2799,fig|272559.3.peg.2761,fig|272559.3.peg.418,fig|817.1.peg.3987,fig|817.1.peg.1882,fig|272559.3.peg.30	Beta-galactosidase (EC 3.2.1.23)	6	-7.333	Bacteroides fragilis
fig|295405.3.peg.528	Beta-glucosidase (EC 3.2.1.21)	1	-6.000	Bacteroides fragilis
fig|295405.3.peg.2294,fig|817.1.peg.2795,fig|295405.3.peg.775,fig|817.1.peg.653,fig|272559.3.peg.685,fig|272559.3.peg.2592	Beta-hexosaminidase (EC 3.2.1.52)	5	-7.000	Bacteroides fragilis
fig|817.1.peg.3774	Beta-lactamase (Cephalosporinase) (EC 3.5.2.6)	1	-6.000	Bacteroides fragilis
fig|295405.3.peg.3996	Biosynthetic Aromatic amino acid aminotransferase alpha (EC 2.6.1.57) @ Aspartate aminotransferase (EC 2.6.1.1)	1	-5.000	Bacteroides fragilis
fig|817.1.peg.485,fig|272559.3.peg.99,fig|295405.3.peg.625	Biosynthetic arginine decarboxylase (EC 4.1.1.19)	8	-7.125	Bacteroides fragilis
fig|272559.3.peg.3702,fig|295405.3.peg.4182,fig|817.1.peg.2925	Branched-chain amino acid aminotransferase (EC 2.6.1.42)	2	-9.500	Bacteroides fragilis
fig|817.1.peg.3390,fig|817.1.peg.4631	CDP-4-dehydro-6-deoxy-D-glucose 3-dehydratase (EC 4.2.1.-)	3	-6.500	Bacteroides fragilis
fig|295405.3.peg.1456	COG0488: ATPase components of ABC transporters with duplicated ATPase domains	1	-8.000	Bacteroides fragilis
fig|272559.3.peg.2780,fig|272559.3.peg.2785	COG1649 predicted glycoside hydrolase	2	-7.000	Bacteroides fragilis
fig|817.1.peg.515,fig|272559.3.peg.604,fig|295405.3.peg.534	COG2152 predicted glycoside hydrolase	2	-10.000	Bacteroides fragilis
fig|272559.3.peg.3539,fig|817.1.peg.3534	CRISPR-associated protein Cas1	1	-5.000	Bacteroides fragilis
fig|272559.3.peg.3538	CRISPR-associated protein Cas2	1	-6.000	Bacteroides fragilis
fig|817.1.peg.3370,fig|272559.3.peg.2797,fig|295405.3.peg.2969	CTP synthase (EC 6.3.4.2)	3	-9.000	Bacteroides fragilis
fig|295405.3.peg.832	Capsular polysaccharide synthesis enzyme Cap5L	1	-5.000	Bacteroides fragilis
fig|817.1.peg.2963	Carbamoyl-phosphate synthase large chain (EC 6.3.5.5)	5	-7.200	Bacteroides fragilis
fig|272559.3.peg.2327	Carbamoyl-phosphate synthase small chain (EC 6.3.5.5)	2	-9.500	Bacteroides fragilis
fig|272559.3.peg.576	Carboxyl-terminal protease-related protein	2	-7.500	Bacteroides fragilis
fig|295405.3.peg.1105	Cell division protein FtsK	1	-5.000	Bacteroides fragilis
fig|295405.3.peg.1315,fig|272559.3.peg.1115,fig|817.1.peg.1379	Chaperone protein DnaK	1	-9.000	Bacteroides fragilis
fig|295405.3.peg.2775,fig|272559.3.peg.2412	Chaperone protein HtpG	5	-6.833	Bacteroides fragilis
fig|817.1.peg.809,fig|272559.3.peg.790,fig|295405.3.peg.600	Chromosome (plasmid) partitioning protein ParA / Sporulation initiation inhibitor protein Soj	1	-9.000	Bacteroides fragilis
fig|817.1.peg.1217,fig|295405.3.peg.2868,fig|272559.3.peg.2355	Cob(I)alamin adenosyltransferase PduO (EC 2.5.1.17)	1	-10.000	Bacteroides fragilis
fig|272559.3.peg.2371	Cobalamin biosynthesis protein CbiG / Cobalt-precorrin-4 C11-methyltransferase (EC 2.1.1.133)	1	-5.000	Bacteroides fragilis
fig|295405.3.peg.2880	Cobalamin biosynthesis protein CobN	3	-6.667	Bacteroides fragilis
fig|295405.3.peg.2884	Cobalt-precorrin-3b C17-methyltransferase / Cobalt-precorrin-8x methylmutase (EC 5.4.1.2)	1	-5.000	Bacteroides fragilis
fig|817.1.peg.4687,fig|295405.3.peg.3776,fig|272559.3.peg.3877	Cobalt-zinc-cadmium resistance protein CzcA; Cation efflux system protein CusA	1	-6.000	Bacteroides fragilis
fig|295405.3.peg.3234	Conjugative transposon protein TraE	2	-6.000	Bacteroides fragilis
fig|295405.3.peg.3236	Conjugative transposon protein TraG	9	-7.444	Bacteroides fragilis
fig|295405.3.peg.3244	Conjugative transposon protein TraK	6	-6.833	Bacteroides fragilis
fig|295405.3.peg.3275	Conjugative transposon protein TraM	1	-5.000	Bacteroides fragilis
fig|295405.3.peg.3278	Conjugative transposon protein TraN	1	-5.000	Bacteroides fragilis
fig|272559.3.peg.3455,fig|295405.3.peg.4251	Conserved domain protein	2	-8.500	Bacteroides fragilis
fig|295405.3.peg.3242	Conserved protein found in conjugate transposon	10	-6.556	Bacteroides fragilis
fig|295405.3.peg.12,fig|272559.3.peg.152	Cysteine desulfurase (EC 2.8.1.7), SufS subfamily	1	-6.000	Bacteroides fragilis
fig|295405.3.peg.649	Cytochrome c biogenesis protein ccsA	3	-8.667	Bacteroides fragilis
fig|272559.3.peg.8	Cytochrome c552 precursor (EC 1.7.2.2)	2	-6.000	Bacteroides fragilis
fig|295405.3.peg.1255,fig|817.1.peg.1470,fig|272559.3.peg.1765	Cytochrome d ubiquinol oxidase subunit II (EC 1.10.3.-)	2	-7.000	Bacteroides fragilis
fig|272559.3.peg.2082	D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)	2	-7.500	Bacteroides fragilis
fig|272559.3.peg.832,fig|817.1.peg.761	D-glycero-D-manno-heptose 1-phosphate guanosyltransferase	3	-8.750	Bacteroides fragilis
fig|272559.3.peg.2213	D-xylose proton-symporter XylE	4	-6.000	Bacteroides fragilis
fig|272559.3.peg.2849,fig|295405.3.peg.3205	DNA Pol III Epsilon Chain	1	-9.000	Bacteroides fragilis
fig|295405.3.peg.2777,fig|817.1.peg.169,fig|272559.3.peg.2414	DNA gyrase subunit A (EC 5.99.1.3)	1	-6.000	Bacteroides fragilis
fig|295405.3.peg.144,fig|817.1.peg.2430,fig|272559.3.peg.276	DNA gyrase subunit B (EC 5.99.1.3)	3	-6.000	Bacteroides fragilis
fig|295405.3.peg.1317	DNA helicase II related protein	1	-10.000	Bacteroides fragilis
fig|295405.3.peg.2247,fig|272559.3.peg.2406	DNA ligase (EC 6.5.1.2)	5	-6.750	Bacteroides fragilis
fig|272559.3.peg.3198,fig|295405.3.peg.4099,fig|817.1.peg.3003	DNA mismatch repair protein MutL	2	-10.000	Bacteroides fragilis
fig|272559.3.peg.3184,fig|295405.3.peg.4571	DNA mismatch repair protein MutS	8	-7.750	Bacteroides fragilis
fig|817.1.peg.3480,fig|817.1.peg.1776	DNA polymerase III alpha subunit (EC 2.7.7.7)	2	-5.500	Bacteroides fragilis
fig|817.1.peg.4001	DNA polymerase III subunits gamma and tau (EC 2.7.7.7)	1	-8.000	Bacteroides fragilis
fig|817.1.peg.1854	DNA polymerase III, epsilon chain (EC 2.7.7.7)	1	-9.000	Bacteroides fragilis
fig|295405.3.peg.3422	DNA primase TraC	1	-5.000	Bacteroides fragilis
fig|295405.3.peg.4408	DNA topoisomerase I (EC 5.99.1.2)	3	-6.000	Bacteroides fragilis
fig|295405.3.peg.227	DNA topoisomerase III, Bacteroidales-type (EC 5.99.1.2)	1	-8.000	Bacteroides fragilis
fig|817.1.peg.1035	DNA-damage-inducible protein D	1	-10.000	Bacteroides fragilis
fig|295405.3.peg.4119,fig|817.1.peg.615,fig|272559.3.peg.3629	DNA-directed RNA polymerase alpha subunit (EC 2.7.7.6)	3	-6.000	Bacteroides fragilis
fig|272559.3.peg.3792,fig|295405.3.peg.3560	DNA-directed RNA polymerase beta subunit (EC 2.7.7.6)	1	-10.000	Bacteroides fragilis
fig|272559.3.peg.3791,fig|817.1.peg.2359,fig|295405.3.peg.3559	DNA-directed RNA polymerase beta' subunit (EC 2.7.7.6)	16	-7.233	Bacteroides fragilis
fig|272559.3.peg.727,fig|817.1.peg.571,fig|295405.3.peg.812	Deoxyguanosinetriphosphate triphosphohydrolase (EC 3.1.5.1)	1	-10.000	Bacteroides fragilis
fig|817.1.peg.3362,fig|295405.3.peg.2977,fig|272559.3.peg.2805	Di-/tripeptide transporter	3	-6.667	Bacteroides fragilis
fig|817.1.peg.1103,fig|295405.3.peg.3358	Diaminopimelate decarboxylase (EC 4.1.1.20)	1	-8.000	Bacteroides fragilis
fig|272559.3.peg.1970	Dienelactone hydrolase and related enzymes	1	-8.000	Bacteroides fragilis
fig|272559.3.peg.4020	Dihydrodipicolinate synthase (EC 4.2.1.52)	1	-7.000	Bacteroides fragilis
fig|272559.3.peg.2843,fig|295405.3.peg.3199	Dihydrofolate synthase (EC 6.3.2.12) / Folylpolyglutamate synthase (EC 6.3.2.17)	3	-5.500	Bacteroides fragilis
fig|272559.3.peg.271,fig|295405.3.peg.952	Dihydrolipoamide dehydrogenase (EC 1.8.1.4)	1	-5.000	Bacteroides fragilis
fig|272559.3.peg.3058,fig|295405.3.peg.2704,fig|817.1.peg.1191	Dihydroorotase (EC 3.5.2.3)	2	-5.000	Bacteroides fragilis
fig|295405.3.peg.2244,fig|272559.3.peg.2404	Dihydroorotate dehydrogenase, catalytic subunit (EC 1.3.3.1)	1	-6.000	Bacteroides fragilis
fig|295405.3.peg.35,fig|272559.3.peg.211,fig|817.1.peg.3741	Dihydropteroate synthase (EC 2.5.1.15)	1	-8.000	Bacteroides fragilis
fig|272559.3.peg.805,fig|295405.3.peg.609	Dimethyladenosine transferase (EC 2.1.1.-)	1	-11.000	Bacteroides fragilis
fig|272559.3.peg.3122	Dipeptidyl carboxypeptidase Dcp (EC 3.4.15.5)	1	-7.000	Bacteroides fragilis
fig|295405.3.peg.876	Dipeptidyl peptidase IV	2	-5.000	Bacteroides fragilis
fig|295405.3.peg.2318,fig|817.1.peg.3809	Dipeptidyl-peptidase III (EC 3.4.14.4)	3	-6.750	Bacteroides fragilis
fig|272559.3.peg.3131,fig|295405.3.peg.2385	Dolichol-phosphate mannosyltransferase (EC 2.4.1.83)	1	-9.000	Bacteroides fragilis
fig|295405.3.peg.1994,fig|272559.3.peg.2758	Electron transfer flavoprotein, beta subunit	1	-6.000	Bacteroides fragilis
fig|295405.3.peg.2965,fig|272559.3.peg.2512,fig|817.1.peg.3375	Electron transport complex protein RnfB	2	-7.000	Bacteroides fragilis
fig|295405.3.peg.2964,fig|817.1.peg.3376,fig|272559.3.peg.2511	Electron transport complex protein RnfC	1	-7.000	Bacteroides fragilis
fig|272559.3.peg.2508,fig|817.1.peg.3379,fig|295405.3.peg.2961	Electron transport complex protein RnfE	1	-7.000	Bacteroides fragilis
fig|272559.3.peg.2622	Endonuclease III (EC 4.2.99.18)	1	-6.000	Bacteroides fragilis
fig|272559.3.peg.3451	Endothelin-converting enzyme 1 precursor (EC 3.4.24.71)	1	-10.000	Bacteroides fragilis
fig|272559.3.peg.1730	Error-prone, lesion bypass DNA polymerase V (UmuC)	1	-10.000	Bacteroides fragilis
fig|272559.3.peg.2807,fig|295405.3.peg.2979	Excinuclease ABC subunit A	9	-7.000	Bacteroides fragilis
fig|272559.3.peg.2815,fig|817.1.peg.3352	Excinuclease ABC subunit B	10	-6.500	Bacteroides fragilis
fig|817.1.peg.4176,fig|272559.3.peg.2083	FIG008208: hypothetical protein	5	-7.167	Bacteroides fragilis
fig|272559.3.peg.263	Fe-S OXIDOREDUCTASE (1.8.-.-)	1	-5.000	Bacteroides fragilis
fig|272559.3.peg.4084,fig|295405.3.peg.4127	Fe-S oxidoreductase	1	-5.000	Bacteroides fragilis
fig|272559.3.peg.4083,fig|295405.3.peg.3595	Ferredoxin-type protein NapG (periplasmic nitrate reductase)	4	-6.500	Bacteroides fragilis
fig|295405.3.peg.2393,fig|272559.3.peg.1271,fig|817.1.peg.4301	Ferrous iron transport protein B	2	-6.500	Bacteroides fragilis
fig|817.1.peg.1513,fig|295405.3.peg.1035,fig|272559.3.peg.750	Flavoprotein	1	-5.000	Bacteroides fragilis
fig|817.1.peg.4139,fig|295405.3.peg.1634	Flavoredoxin	2	-6.000	Bacteroides fragilis
fig|817.1.peg.3951,fig|817.1.peg.1907,fig|272559.3.peg.2571,fig|272559.3.peg.591,fig|295405.3.peg.1863	Fructokinase (EC 2.7.1.4)	3	-6.000	Bacteroides fragilis
fig|295405.3.peg.2566,fig|817.1.peg.1410,fig|272559.3.peg.1602	Fructose-1,6-bisphosphatase, Bacillus type (EC 3.1.3.11)	3	-5.333	Bacteroides fragilis
fig|272559.3.peg.2716,fig|817.1.peg.3903,fig|295405.3.peg.2514	Fructose-bisphosphate aldolase class II (EC 4.1.2.13)	1	-6.000	Bacteroides fragilis
fig|295405.3.peg.719	Fucose permease	4	-8.500	Bacteroides fragilis
fig|817.1.peg.1813,fig|295405.3.peg.430,fig|272559.3.peg.310	Fumarate hydratase class I, anaerobic (EC 4.2.1.2)	3	-7.667	Bacteroides fragilis
fig|272559.3.peg.3779	Fumarylacetoacetate hydrolase family protein	2	-5.000	Bacteroides fragilis
fig|295405.3.peg.2570,fig|272559.3.peg.1607	GDP-mannose 4,6 dehydratase (EC 4.2.1.47)	3	-6.333	Bacteroides fragilis
fig|295405.3.peg.1021,fig|817.1.peg.1533,fig|272559.3.peg.698	GMP synthase [glutamine-hydrolyzing] (EC 6.3.5.2)	1	-5.000	Bacteroides fragilis
fig|295405.3.peg.4151,fig|272559.3.peg.3435,fig|817.1.peg.3024	GTP-binding protein EngA	2	-11.000	Bacteroides fragilis
fig|272559.3.peg.140,fig|817.1.peg.1817	GTP-binding protein HflX	3	-6.667	Bacteroides fragilis
fig|272559.3.peg.4153,fig|295405.3.peg.4451	GTP-binding protein TypA/BipA	5	-7.750	Bacteroides fragilis
fig|295405.3.peg.1261	GTPase and tRNA-U34 5-formylation enzyme TrmE	1	-9.000	Bacteroides fragilis
fig|817.1.peg.2718,fig|272559.3.peg.1555,fig|295405.3.peg.1797	Galactokinase (EC 2.7.1.6)	4	-7.000	Bacteroides fragilis
fig|295405.3.peg.2746	Glucosamine--fructose-6-phosphate aminotransferase [isomerizing] (EC 2.6.1.16)	1	-9.000	Bacteroides fragilis
fig|272559.3.peg.3046	Glucosamine-6-phosphate deaminase (EC 3.5.99.6)	1	-6.000	Bacteroides fragilis
fig|295405.3.peg.1328	Glucose-1-phosphate cytidylyltransferase (EC 2.7.7.33)	1	-7.000	Bacteroides fragilis
fig|817.1.peg.4334,fig|295405.3.peg.77	Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24)	2	-8.000	Bacteroides fragilis
fig|295405.3.peg.3865,fig|272559.3.peg.4051	Glucose-6-phosphate isomerase (EC 5.3.1.9)	3	-6.000	Bacteroides fragilis
fig|272559.3.peg.2572,fig|817.1.peg.3952	Glucose/galactose transporter	3	-8.000	Bacteroides fragilis
fig|817.1.peg.3694	Glutamate 5-kinase (EC 2.7.2.11)	1	-6.000	Bacteroides fragilis
fig|295405.3.peg.268	Glutamate racemase (EC 5.1.1.3)	1	-8.000	Bacteroides fragilis
fig|272559.3.peg.878	Glutamate synthase [NADPH] small chain (EC 1.4.1.13)	2	-7.500	Bacteroides fragilis
fig|272559.3.peg.419	Glutaminase A	1	-12.000	Bacteroides fragilis
fig|295405.3.peg.1967	Glutamine synthetase type I (EC 6.3.1.2)	2	-8.000	Bacteroides fragilis
fig|817.1.peg.2345,fig|272559.3.peg.3806,fig|295405.3.peg.4270	Glutamyl-tRNA synthetase (EC 6.1.1.17) ## unambiguous	1	-7.000	Bacteroides fragilis
fig|817.1.peg.4444	Glycerol-3-phosphate cytidylyltransferase (EC 2.7.7.39)	2	-7.500	Bacteroides fragilis
fig|295405.3.peg.3119,fig|272559.3.peg.2736	Glycogen [starch] synthase, eukaryotic (EC 2.4.1.11)	1	-11.000	Bacteroides fragilis
fig|817.1.peg.3222,fig|295405.3.peg.3118,fig|272559.3.peg.2735	Glycogen phosphorylase (EC 2.4.1.1)	7	-8.167	Bacteroides fragilis
fig|272559.3.peg.1080,fig|295405.3.peg.1276	Glycosyl transferase	2	-6.000	Bacteroides fragilis
fig|295405.3.peg.2261,fig|272559.3.peg.4183,fig|272559.3.peg.2903	Glycosyl transferase, group 1 family protein	5	-6.333	Bacteroides fragilis
fig|272559.3.peg.285,fig|817.1.peg.1067	Glycosyltransferase (EC 2.4.1.-)	3	-7.000	Bacteroides fragilis
